Country,avg_d_mbps,avg_d_mbps_w,k_tests,year,d_type
Afghanistan,8.9,6.9,15.9,2019,mobile
Albania,47.6,43.7,26.8,2019,mobile
Algeria,7.6,6.9,358.6,2019,mobile
American Samoa,16.4,14.7,0.3,2019,mobile
Andorra,56.1,57.5,0.5,2019,mobile
Angola,17.2,17.6,4.4,2019,mobile
Anguilla,25.2,25.7,0.6,2019,mobile
Antigua and Barbuda,33.4,33.6,2.4,2019,mobile
Argentina,21.4,20.5,331.4,2019,mobile
Armenia,29.3,26.3,71.3,2019,mobile
Aruba,60.9,60.2,3.3,2019,mobile
Australia,75.8,67.4,1065.0,2019,mobile
Austria,45.1,44.4,377.6,2019,mobile
Azerbaijan,31.9,25.7,80.8,2019,mobile
Bahrain,25.8,25.7,37.8,2019,mobile
Bangladesh,10.2,9.1,275.3,2019,mobile
Barbados,33.6,34.0,0.9,2019,mobile
Belarus,13.3,12.5,291.1,2019,mobile
Belgium,47.1,45.0,91.0,2019,mobile
Belize,20.6,20.4,6.5,2019,mobile
Benin,10.0,7.5,7.9,2019,mobile
Bermuda,22.7,23.2,0.1,2019,mobile
Bhutan,13.0,14.3,3.2,2019,mobile
Bolivia,16.2,14.9,112.2,2019,mobile
Bosnia and Herzegovina,31.1,22.6,105.4,2019,mobile
Botswana,14.4,13.2,4.4,2019,mobile
Brazil,21.9,19.8,3955.1,2019,mobile
British Virgin Islands,24.1,23.1,0.5,2019,mobile
Brunei,23.5,20.8,7.9,2019,mobile
Bulgaria,48.3,40.4,105.8,2019,mobile
Burkina Faso,11.9,9.4,7.6,2019,mobile
Burundi,9.0,7.9,2.0,2019,mobile
Cambodia,12.2,11.8,218.9,2019,mobile
Cameroon,17.5,16.5,10.9,2019,mobile
Canada,74.9,72.9,458.6,2019,mobile
Cape Verde,16.2,15.7,3.5,2019,mobile
Cayman Islands,27.6,25.2,0.7,2019,mobile
Central African Republic,5.9,5.2,0.4,2019,mobile
Chad,11.2,11.1,1.6,2019,mobile
Chile,18.6,18.3,672.9,2019,mobile
Colombia,17.3,16.2,491.3,2019,mobile
Comoros,36.0,45.4,1.0,2019,mobile
Cook Islands,39.2,34.1,0.2,2019,mobile
Costa Rica,18.7,17.3,195.2,2019,mobile
Croatia,48.7,44.7,295.9,2019,mobile
Cuba,23.4,21.6,2.9,2019,mobile
Curaçao,54.6,51.8,1.6,2019,mobile
Cyprus,36.3,32.1,17.4,2019,mobile
Czech Republic,46.6,43.6,136.7,2019,mobile
Democratic Republic of the Congo,11.7,10.8,6.0,2019,mobile
Denmark,48.6,49.8,185.2,2019,mobile
Djibouti,42.5,46.9,0.1,2019,mobile
Dominica,22.2,22.3,0.8,2019,mobile
Dominican Republic,20.5,18.3,173.6,2019,mobile
East Timor,8.0,7.3,1.0,2019,mobile
Ecuador,21.1,18.2,79.7,2019,mobile
Egypt,16.4,13.3,311.3,2019,mobile
El Salvador,9.7,8.8,84.2,2019,mobile
Equatorial Guinea,19.7,23.6,0.2,2019,mobile
Eritrea,7.5,9.4,0.0,2019,mobile
Estonia,43.6,43.5,80.1,2019,mobile
Ethiopia,20.8,12.3,4.3,2019,mobile
Faroe Islands,91.4,92.3,1.7,2019,mobile
Federated States of Micronesia,10.0,8.9,0.1,2019,mobile
Fiji,24.2,25.2,8.7,2019,mobile
Finland,44.2,43.2,1217.2,2019,mobile
France,42.3,41.3,1330.5,2019,mobile
French Polynesia,22.5,22.6,0.8,2019,mobile
Gabon,11.9,13.9,1.7,2019,mobile
Georgia,29.1,26.3,18.2,2019,mobile
Germany,34.1,31.7,1142.1,2019,mobile
Ghana,11.8,10.9,18.1,2019,mobile
Greece,38.9,37.7,227.6,2019,mobile
Greenland,55.5,64.1,0.5,2019,mobile
Grenada,23.0,20.3,0.3,2019,mobile
Guam,21.3,22.9,3.2,2019,mobile
Guantanamo Bay Naval Base,60.3,57.2,0.0,2019,mobile
Guatemala,16.8,13.2,108.0,2019,mobile
Guernsey,39.9,37.8,1.8,2019,mobile
Guinea,12.0,11.1,1.3,2019,mobile
Guinea-Bissau,36.4,26.3,1.2,2019,mobile
Guyana,10.1,9.4,1.2,2019,mobile
Haiti,17.9,15.5,10.9,2019,mobile
Honduras,22.5,19.2,39.9,2019,mobile
Hong Kong,33.1,32.0,200.2,2019,mobile
Hungary,41.5,39.5,272.7,2019,mobile
Iceland,73.8,69.4,6.8,2019,mobile
India,11.0,12.6,18383.1,2019,mobile
Indonesia,11.6,11.0,6340.7,2019,mobile
Iran,28.2,28.2,267.5,2019,mobile
Iraq,10.8,4.3,41.0,2019,mobile
Ireland,25.2,24.3,291.2,2019,mobile
Isle of Man,31.0,30.4,2.4,2019,mobile
Israel,23.9,23.6,229.1,2019,mobile
Italy,32.1,31.3,5063.5,2019,mobile
Ivory Coast,17.9,16.3,14.3,2019,mobile
Jamaica,35.1,32.0,15.1,2019,mobile
Japan,25.0,24.8,651.5,2019,mobile
Jersey,46.9,43.4,1.7,2019,mobile
Jordan,16.1,16.2,200.3,2019,mobile
Kazakhstan,19.9,18.2,272.6,2019,mobile
Kenya,16.1,14.4,38.4,2019,mobile
Kiribati,19.8,28.7,0.0,2019,mobile
Kosovo,24.8,23.2,8.3,2019,mobile
Kuwait,49.9,49.3,199.0,2019,mobile
Kyrgyzstan,16.3,15.7,53.0,2019,mobile
Laos,24.7,24.0,98.0,2019,mobile
Latvia,32.6,31.7,110.6,2019,mobile
Lebanon,38.5,37.7,21.0,2019,mobile
Lesotho,43.4,32.1,3.4,2019,mobile
Liberia,17.2,15.7,0.6,2019,mobile
Libya,11.2,10.3,53.5,2019,mobile
Liechtenstein,38.3,36.4,0.7,2019,mobile
Lithuania,45.8,42.9,91.8,2019,mobile
Luxembourg,47.9,45.6,12.7,2019,mobile
Macau,30.2,30.2,1.2,2019,mobile
Madagascar,7.0,7.5,2.4,2019,mobile
Malawi,18.6,18.5,3.8,2019,mobile
Malaysia,20.9,20.9,3297.1,2019,mobile
Maldives,28.5,28.3,0.3,2019,mobile
Mali,42.9,36.4,9.7,2019,mobile
Malta,47.7,46.6,7.4,2019,mobile
Mauritania,4.5,4.4,1.7,2019,mobile
Mauritius,23.2,22.9,6.2,2019,mobile
Mexico,21.7,19.7,1251.5,2019,mobile
Moldova,33.9,27.1,25.6,2019,mobile
Monaco,190.5,183.9,3.3,2019,mobile
Mongolia,20.8,19.0,9.9,2019,mobile
Montenegro,38.0,35.4,25.9,2019,mobile
Montserrat,3.4,3.4,0.0,2019,mobile
Morocco,28.4,26.2,209.5,2019,mobile
Mozambique,17.0,13.0,17.9,2019,mobile
Myanmar,22.5,20.3,231.7,2019,mobile
Namibia,15.8,18.6,9.5,2019,mobile
Nauru,10.9,10.9,0.0,2019,mobile
Nepal,10.9,10.4,25.3,2019,mobile
Netherlands,59.0,57.4,307.2,2019,mobile
New Caledonia,21.1,18.2,0.5,2019,mobile
New Zealand,50.3,48.6,54.0,2019,mobile
Nicaragua,21.3,18.2,23.1,2019,mobile
Niger,7.6,5.2,2.3,2019,mobile
Nigeria,14.1,11.6,46.6,2019,mobile
Niue,14.6,11.2,0.0,2019,mobile
North Korea,44.0,31.8,0.1,2019,mobile
Northern Mariana Islands,20.0,20.8,0.6,2019,mobile
Norway,69.2,67.1,126.6,2019,mobile
Oman,46.5,41.0,29.9,2019,mobile
Pakistan,14.0,15.0,929.7,2019,mobile
Palau,34.5,33.6,0.1,2019,mobile
Palestine,14.6,14.7,38.3,2019,mobile
Panama,11.4,11.2,80.1,2019,mobile
Papua New Guinea,23.7,22.7,4.3,2019,mobile
Paraguay,14.5,13.4,62.3,2019,mobile
People's Republic of China,56.6,47.5,8852.3,2019,mobile
Peru,22.4,21.0,336.2,2019,mobile
Philippines,16.9,14.2,1094.2,2019,mobile
Poland,32.8,30.2,1170.8,2019,mobile
Portugal,31.6,31.7,159.2,2019,mobile
Puerto Rico,24.6,24.0,272.4,2019,mobile
Qatar,68.2,60.3,70.3,2019,mobile
Republic of Macedonia,43.8,34.4,58.5,2019,mobile
Republic of the Congo,16.0,18.0,3.9,2019,mobile
Romania,36.2,25.2,459.4,2019,mobile
Russia,20.6,19.9,6827.0,2019,mobile
Rwanda,9.9,10.8,9.3,2019,mobile
Saint Kitts and Nevis,27.2,26.6,0.7,2019,mobile
Saint Lucia,26.0,21.6,0.6,2019,mobile
Saint Martin,21.5,20.9,1.2,2019,mobile
Saint Pierre and Miquelon,12.0,23.0,0.0,2019,mobile
Saint Vincent and the Grenadines,32.2,33.0,1.3,2019,mobile
Saint-Barthélemy,1.3,1.3,0.0,2019,mobile
Samoa,26.6,21.0,0.4,2019,mobile
San Marino,34.1,35.0,1.0,2019,mobile
Saudi Arabia,46.8,41.0,1276.9,2019,mobile
Senegal,25.6,23.4,7.7,2019,mobile
Serbia,41.6,38.9,159.3,2019,mobile
Seychelles,21.2,20.5,0.1,2019,mobile
Sierra Leone,15.4,14.6,2.1,2019,mobile
Singapore,49.5,51.2,132.1,2019,mobile
Slovakia,31.9,29.1,89.2,2019,mobile
Slovenia,37.1,36.6,74.3,2019,mobile
Solomon Islands,11.9,9.0,0.0,2019,mobile
Somalia,10.9,12.3,6.6,2019,mobile
South Africa,32.6,26.2,351.9,2019,mobile
South Korea,119.5,112.7,216.0,2019,mobile
South Sudan,3.5,3.0,0.6,2019,mobile
Spain,34.9,34.0,493.0,2019,mobile
Sri Lanka,25.5,22.9,85.2,2019,mobile
Sudan,12.3,9.1,14.2,2019,mobile
Suriname,39.6,27.4,11.9,2019,mobile
Sweden,48.1,50.3,75.2,2019,mobile
Switzerland,59.2,56.4,271.5,2019,mobile
Syria,20.5,18.1,28.0,2019,mobile
São Tomé and Príncipe,4.3,3.7,0.4,2019,mobile
Tajikistan,11.0,8.4,14.5,2019,mobile
Tanzania,13.8,13.2,21.4,2019,mobile
Thailand,19.9,17.7,4379.6,2019,mobile
The Bahamas,25.8,25.6,3.7,2019,mobile
The Gambia,11.3,14.5,0.3,2019,mobile
Togo,22.3,19.7,3.6,2019,mobile
Tonga,17.2,14.3,0.7,2019,mobile
Trinidad and Tobago,18.6,18.0,15.5,2019,mobile
Tunisia,24.2,22.2,86.2,2019,mobile
Turkey,35.6,33.2,724.9,2019,mobile
Turkmenistan,5.2,4.6,1.2,2019,mobile
Turks and Caicos Islands,18.3,16.1,0.2,2019,mobile
Uganda,13.7,13.9,10.7,2019,mobile
Ukraine,20.5,18.9,1339.4,2019,mobile
United Arab Emirates,67.4,56.8,59.5,2019,mobile
United Kingdom,37.0,35.1,1854.4,2019,mobile
United States Virgin Islands,17.0,17.1,2.8,2019,mobile
United States of America,44.5,38.3,7902.3,2019,mobile
Uruguay,25.5,23.4,22.3,2019,mobile
Uzbekistan,9.6,7.1,80.7,2019,mobile
Vanuatu,16.0,13.5,1.0,2019,mobile
Venezuela,7.2,6.3,59.5,2019,mobile
Vietnam,25.0,26.3,1090.8,2019,mobile
Wallis and Futuna,0.7,0.7,0.0,2019,mobile
Yemen,7.6,1.6,0.5,2019,mobile
Zambia,13.6,13.4,10.3,2019,mobile
Zimbabwe,14.9,14.6,4.6,2019,mobile
eSwatini,14.0,13.4,1.3,2019,mobile
Afghanistan,4.7,3.8,52.3,2019,fixed
Albania,17.4,15.6,353.6,2019,fixed
Algeria,4.1,3.7,213.1,2019,fixed
American Samoa,20.3,21.3,2.2,2019,fixed
Andorra,85.5,86.4,15.3,2019,fixed
Angola,13.6,10.1,19.7,2019,fixed
Anguilla,20.8,21.5,3.7,2019,fixed
Antigua and Barbuda,10.9,10.9,11.2,2019,fixed
Argentina,30.7,25.1,2445.3,2019,fixed
Armenia,22.6,18.8,300.4,2019,fixed
Aruba,58.1,59.8,28.0,2019,fixed
Australia,35.5,34.1,7976.7,2019,fixed
Australian Indian Ocean Territories,0.5,,0.0,2019,fixed
Austria,39.7,38.5,1792.3,2019,fixed
Azerbaijan,15.9,8.1,577.5,2019,fixed
Bahrain,20.5,20.0,152.6,2019,fixed
Bangladesh,19.8,14.0,716.9,2019,fixed
Barbados,106.6,109.3,33.1,2019,fixed
Belarus,34.2,29.3,371.8,2019,fixed
Belgium,71.5,69.3,988.6,2019,fixed
Belize,29.3,24.6,70.6,2019,fixed
Benin,7.6,5.7,5.5,2019,fixed
Bermuda,41.8,41.4,7.8,2019,fixed
Bhutan,9.0,9.6,4.1,2019,fixed
Bolivia,11.8,9.4,585.7,2019,fixed
Bosnia and Herzegovina,24.9,18.0,326.6,2019,fixed
Botswana,7.3,4.9,32.7,2019,fixed
Brazil,40.3,33.3,26433.6,2019,fixed
British Indian Ocean Territory,1.4,,0.0,2019,fixed
British Virgin Islands,16.7,17.0,8.8,2019,fixed
Brunei,18.7,17.2,48.8,2019,fixed
Bulgaria,39.8,37.4,358.4,2019,fixed
Burkina Faso,4.8,5.0,5.9,2019,fixed
Burundi,9.2,8.3,2.2,2019,fixed
Cambodia,14.7,11.4,430.7,2019,fixed
Cameroon,10.0,10.9,6.8,2019,fixed
Canada,93.8,94.6,9472.4,2019,fixed
Cape Verde,22.9,12.0,6.8,2019,fixed
Cayman Islands,25.6,24.7,20.5,2019,fixed
Central African Republic,2.2,1.8,0.3,2019,fixed
Chad,9.0,5.9,1.6,2019,fixed
Chile,78.1,61.8,1661.9,2019,fixed
Colombia,20.8,15.3,3096.8,2019,fixed
Comoros,8.9,4.6,0.3,2019,fixed
Cook Islands,6.1,6.6,0.2,2019,fixed
Costa Rica,23.2,18.8,1502.3,2019,fixed
Croatia,28.7,24.1,653.8,2019,fixed
Cuba,3.3,2.8,4.3,2019,fixed
Curaçao,21.3,20.7,31.6,2019,fixed
Cyprus,19.6,19.6,328.7,2019,fixed
Czech Republic,37.9,33.5,824.7,2019,fixed
Democratic Republic of the Congo,6.4,7.2,6.5,2019,fixed
Denmark,85.5,83.6,1614.1,2019,fixed
Djibouti,5.3,5.6,4.1,2019,fixed
Dominica,28.0,26.9,2.6,2019,fixed
Dominican Republic,19.8,14.4,1010.7,2019,fixed
East Timor,3.4,4.9,0.0,2019,fixed
Ecuador,19.9,15.5,1193.5,2019,fixed
Egypt,11.4,9.6,3892.5,2019,fixed
El Salvador,12.0,7.5,269.5,2019,fixed
Equatorial Guinea,2.6,4.0,0.7,2019,fixed
Eritrea,4.1,1.1,0.5,2019,fixed
Estonia,50.0,46.5,145.8,2019,fixed
Ethiopia,6.9,4.6,28.5,2019,fixed
Falkland Islands,1.9,0.4,0.0,2019,fixed
Faroe Islands,38.3,37.5,10.8,2019,fixed
Federated States of Micronesia,5.1,3.6,0.3,2019,fixed
Fiji,13.0,11.8,12.6,2019,fixed
Finland,57.5,53.7,962.7,2019,fixed
France,76.4,64.4,4014.5,2019,fixed
French Polynesia,9.6,8.6,21.5,2019,fixed
Gabon,22.6,19.0,5.4,2019,fixed
Georgia,21.6,18.5,152.6,2019,fixed
Germany,59.7,56.3,9631.6,2019,fixed
Ghana,23.9,16.9,40.7,2019,fixed
Greece,21.6,19.3,1503.8,2019,fixed
Greenland,16.8,19.5,8.8,2019,fixed
Grenada,36.4,36.2,4.1,2019,fixed
Guam,29.5,29.8,24.7,2019,fixed
Guantanamo Bay Naval Base,35.1,35.1,0.0,2019,fixed
Guatemala,11.1,7.4,410.5,2019,fixed
Guernsey,24.7,24.5,24.1,2019,fixed
Guinea,6.1,4.5,0.8,2019,fixed
Guinea-Bissau,13.2,9.7,1.2,2019,fixed
Guyana,14.5,10.4,27.0,2019,fixed
Haiti,9.3,7.1,21.4,2019,fixed
Honduras,11.7,8.4,336.1,2019,fixed
Hong Kong,133.6,136.2,734.8,2019,fixed
Hungary,87.8,77.5,1144.0,2019,fixed
Iceland,101.7,113.9,54.5,2019,fixed
India,30.8,17.0,14647.5,2019,fixed
Indonesia,15.9,12.5,5629.7,2019,fixed
Iran,11.3,10.7,750.7,2019,fixed
Iraq,17.0,8.5,780.2,2019,fixed
Ireland,61.9,68.0,1880.9,2019,fixed
Isle of Man,35.3,34.3,38.9,2019,fixed
Israel,71.0,58.3,765.8,2019,fixed
Italy,47.6,44.9,13378.2,2019,fixed
Ivory Coast,13.7,9.1,21.0,2019,fixed
Jamaica,23.4,22.1,86.2,2019,fixed
Japan,72.1,69.0,4091.6,2019,fixed
Jersey,95.2,95.5,38.1,2019,fixed
Jordan,41.8,24.5,1124.4,2019,fixed
Kazakhstan,28.3,17.0,495.3,2019,fixed
Kenya,13.3,9.9,108.5,2019,fixed
Kiribati,25.6,9.7,0.0,2019,fixed
Kosovo,37.5,29.5,474.1,2019,fixed
Kuwait,33.4,31.5,780.9,2019,fixed
Kyrgyzstan,20.4,16.4,40.1,2019,fixed
Laos,21.1,17.1,138.3,2019,fixed
Latvia,58.5,49.7,195.1,2019,fixed
Lebanon,6.4,6.0,533.4,2019,fixed
Lesotho,18.4,14.3,1.0,2019,fixed
Liberia,13.8,13.5,0.9,2019,fixed
Libya,9.0,9.1,195.2,2019,fixed
Liechtenstein,74.7,63.7,7.8,2019,fixed
Lithuania,67.8,52.7,226.2,2019,fixed
Luxembourg,84.4,79.5,135.5,2019,fixed
Macau,57.2,57.2,34.8,2019,fixed
Madagascar,27.0,22.8,12.3,2019,fixed
Malawi,6.3,5.1,4.8,2019,fixed
Malaysia,70.1,52.5,3860.7,2019,fixed
Maldives,12.8,13.4,2.3,2019,fixed
Mali,8.5,8.2,9.5,2019,fixed
Malta,74.4,73.8,113.3,2019,fixed
Mauritania,3.9,2.9,7.8,2019,fixed
Mauritius,17.5,15.8,70.7,2019,fixed
Mexico,27.5,19.8,12782.7,2019,fixed
Moldova,40.6,29.9,103.4,2019,fixed
Monaco,86.1,83.4,9.1,2019,fixed
Mongolia,27.9,16.0,29.0,2019,fixed
Montenegro,34.0,32.4,113.2,2019,fixed
Montserrat,7.7,8.1,0.0,2019,fixed
Morocco,15.5,13.7,1036.3,2019,fixed
Mozambique,6.2,5.5,35.2,2019,fixed
Myanmar,13.0,10.0,637.3,2019,fixed
Namibia,10.2,7.2,42.6,2019,fixed
Nauru,4.3,4.3,0.0,2019,fixed
Nepal,18.0,16.1,431.6,2019,fixed
Netherlands,91.6,86.3,4830.3,2019,fixed
New Caledonia,13.1,14.1,6.7,2019,fixed
New Zealand,66.4,66.3,785.2,2019,fixed
Nicaragua,11.8,9.8,183.5,2019,fixed
Niger,4.3,3.6,3.2,2019,fixed
Nigeria,8.2,7.3,83.1,2019,fixed
Niue,2.7,2.7,0.0,2019,fixed
Norfolk Island,13.7,13.7,0.1,2019,fixed
North Korea,27.6,28.7,0.2,2019,fixed
Northern Mariana Islands,25.0,25.1,2.6,2019,fixed
Norway,100.4,93.4,1817.3,2019,fixed
Oman,25.7,18.6,561.1,2019,fixed
Pakistan,7.9,7.0,3067.1,2019,fixed
Palau,19.2,15.1,0.0,2019,fixed
Palestine,27.8,20.8,120.1,2019,fixed
Panama,78.0,64.7,455.1,2019,fixed
Papua New Guinea,6.7,8.8,3.1,2019,fixed
Paraguay,28.3,21.1,386.5,2019,fixed
People's Republic of China,84.0,79.3,15303.6,2019,fixed
Peru,25.7,21.2,808.2,2019,fixed
Philippines,17.9,13.3,8075.5,2019,fixed
Poland,66.6,52.1,1972.8,2019,fixed
Portugal,76.6,76.7,1801.9,2019,fixed
Puerto Rico,48.5,45.8,1124.1,2019,fixed
Qatar,59.1,49.7,545.9,2019,fixed
Republic of Macedonia,22.2,18.1,243.2,2019,fixed
Republic of the Congo,14.7,12.1,6.7,2019,fixed
Romania,90.3,65.9,796.9,2019,fixed
Russia,47.8,38.4,12443.8,2019,fixed
Rwanda,13.1,10.5,10.4,2019,fixed
Saint Helena,0.8,0.8,0.0,2019,fixed
Saint Kitts and Nevis,20.3,16.0,12.4,2019,fixed
Saint Lucia,29.1,28.8,8.2,2019,fixed
Saint Martin,10.2,12.2,25.6,2019,fixed
Saint Pierre and Miquelon,53.2,55.0,0.9,2019,fixed
Saint Vincent and the Grenadines,39.8,40.4,7.8,2019,fixed
Saint-Barthélemy,7.7,7.7,0.3,2019,fixed
Samoa,16.8,12.4,0.3,2019,fixed
San Marino,44.3,42.5,6.5,2019,fixed
Saudi Arabia,40.4,26.6,7571.1,2019,fixed
Senegal,10.8,10.4,22.0,2019,fixed
Serbia,39.5,32.7,657.1,2019,fixed
Seychelles,18.4,18.2,2.6,2019,fixed
Sierra Leone,6.8,4.1,4.2,2019,fixed
Singapore,157.4,163.0,967.4,2019,fixed
Slovakia,46.0,38.0,564.2,2019,fixed
Slovenia,44.7,41.9,227.7,2019,fixed
Solomon Islands,3.1,3.1,0.0,2019,fixed
Somalia,7.7,6.2,9.1,2019,fixed
South Africa,20.1,12.0,3021.1,2019,fixed
South Korea,107.3,105.8,485.1,2019,fixed
South Sudan,3.2,1.9,0.9,2019,fixed
Spain,89.8,96.8,4046.8,2019,fixed
Sri Lanka,20.8,18.9,102.8,2019,fixed
Sudan,7.3,6.8,13.1,2019,fixed
Suriname,8.6,6.6,37.0,2019,fixed
Sweden,90.6,89.8,601.6,2019,fixed
Switzerland,96.3,93.8,1455.7,2019,fixed
Syria,7.0,4.8,384.4,2019,fixed
São Tomé and Príncipe,17.9,16.9,1.6,2019,fixed
Tajikistan,15.6,11.6,9.1,2019,fixed
Tanzania,13.6,8.6,21.3,2019,fixed
Thailand,84.6,76.9,8196.1,2019,fixed
The Bahamas,28.3,28.3,31.6,2019,fixed
The Gambia,5.9,4.4,7.5,2019,fixed
Togo,17.5,14.5,30.0,2019,fixed
Tonga,9.0,11.8,0.2,2019,fixed
Trinidad and Tobago,50.1,47.6,144.5,2019,fixed
Tunisia,8.5,7.6,360.6,2019,fixed
Turkey,21.0,17.8,3614.9,2019,fixed
Turkmenistan,2.1,1.8,22.3,2019,fixed
Turks and Caicos Islands,16.7,16.3,5.0,2019,fixed
Uganda,11.3,7.2,13.0,2019,fixed
Ukraine,38.7,31.3,3181.8,2019,fixed
United Arab Emirates,78.1,68.7,1475.2,2019,fixed
United Kingdom,58.0,58.8,25784.4,2019,fixed
United States Virgin Islands,20.8,21.0,30.6,2019,fixed
United States of America,113.9,109.5,78349.6,2019,fixed
Uruguay,34.8,32.7,86.5,2019,fixed
Uzbekistan,15.2,8.9,203.5,2019,fixed
Vanuatu,4.5,4.2,3.2,2019,fixed
Venezuela,3.8,3.8,409.1,2019,fixed
Vietnam,31.6,30.0,5554.4,2019,fixed
Wallis and Futuna,0.6,1.1,0.0,2019,fixed
Yemen,3.1,2.1,37.8,2019,fixed
Zambia,9.6,10.2,9.7,2019,fixed
Zimbabwe,11.5,8.9,20.3,2019,fixed
eSwatini,7.3,8.5,6.9,2019,fixed
Afghanistan,7.4,6.6,10.8,2020,mobile
Albania,52.9,49.2,33.4,2020,mobile
Algeria,10.9,9.8,421.9,2020,mobile
American Samoa,21.0,21.8,0.2,2020,mobile
Andorra,224.7,157.9,0.9,2020,mobile
Angola,18.3,20.7,6.0,2020,mobile
Anguilla,21.3,21.8,0.2,2020,mobile
Antigua and Barbuda,29.4,30.8,2.4,2020,mobile
Argentina,24.9,24.2,367.4,2020,mobile
Armenia,30.1,27.0,64.3,2020,mobile
Aruba,56.1,57.5,3.1,2020,mobile
Australia,92.3,84.7,1277.0,2020,mobile
Austria,53.3,52.5,421.6,2020,mobile
Azerbaijan,29.8,27.3,68.7,2020,mobile
Bahrain,52.2,52.0,50.1,2020,mobile
Bangladesh,10.3,9.7,378.7,2020,mobile
Barbados,27.9,31.2,1.0,2020,mobile
Belarus,15.7,15.1,313.2,2020,mobile
Belgium,54.0,50.4,92.9,2020,mobile
Belize,20.3,20.0,4.3,2020,mobile
Benin,22.6,15.0,7.0,2020,mobile
Bermuda,36.9,35.3,0.1,2020,mobile
Bhutan,12.4,12.7,4.4,2020,mobile
Bolivia,17.7,15.2,142.3,2020,mobile
Bosnia and Herzegovina,33.9,26.0,74.2,2020,mobile
Botswana,17.9,17.9,9.4,2020,mobile
Brazil,25.8,23.3,3695.2,2020,mobile
British Virgin Islands,27.7,28.0,0.6,2020,mobile
Brunei,25.9,24.7,17.1,2020,mobile
Bulgaria,70.9,54.6,118.8,2020,mobile
Burkina Faso,22.0,19.5,5.2,2020,mobile
Burundi,8.1,8.7,2.0,2020,mobile
Cambodia,16.2,15.2,244.8,2020,mobile
Cameroon,28.2,18.6,11.6,2020,mobile
Canada,91.2,91.4,645.6,2020,mobile
Cape Verde,24.8,16.0,1.8,2020,mobile
Cayman Islands,30.1,28.3,0.5,2020,mobile
Central African Republic,9.9,8.6,0.5,2020,mobile
Chad,14.5,14.8,1.3,2020,mobile
Chile,18.2,18.9,803.4,2020,mobile
Colombia,17.8,16.6,733.0,2020,mobile
Comoros,22.9,23.6,0.3,2020,mobile
Cook Islands,39.9,39.2,0.2,2020,mobile
Costa Rica,21.0,19.4,196.2,2020,mobile
Croatia,71.8,59.4,405.3,2020,mobile
Cuba,26.9,30.9,2.6,2020,mobile
Curaçao,51.8,50.2,1.5,2020,mobile
Cyprus,44.7,40.5,21.7,2020,mobile
Czech Republic,47.5,44.0,163.8,2020,mobile
Democratic Republic of the Congo,17.7,15.3,4.8,2020,mobile
Denmark,62.7,63.8,249.7,2020,mobile
Djibouti,18.1,18.0,0.4,2020,mobile
Dominica,26.4,23.6,0.4,2020,mobile
Dominican Republic,23.8,21.7,133.2,2020,mobile
East Timor,10.0,8.4,1.4,2020,mobile
Ecuador,21.4,19.2,99.2,2020,mobile
Egypt,17.5,14.8,411.8,2020,mobile
El Salvador,15.3,12.2,120.2,2020,mobile
Equatorial Guinea,7.8,8.2,0.1,2020,mobile
Eritrea,1.6,2.6,0.0,2020,mobile
Estonia,47.4,48.6,94.9,2020,mobile
Ethiopia,24.3,14.7,10.3,2020,mobile
Faroe Islands,107.0,95.3,1.6,2020,mobile
Federated States of Micronesia,19.8,11.7,0.0,2020,mobile
Fiji,29.0,28.4,13.4,2020,mobile
Finland,55.0,54.3,1486.1,2020,mobile
France,47.3,47.3,1311.2,2020,mobile
French Polynesia,16.7,18.3,1.6,2020,mobile
Gabon,22.6,22.9,1.9,2020,mobile
Georgia,31.5,28.9,27.7,2020,mobile
Germany,44.2,40.3,1343.8,2020,mobile
Ghana,13.8,13.0,20.3,2020,mobile
Greece,37.3,36.2,330.6,2020,mobile
Greenland,61.5,69.5,0.6,2020,mobile
Grenada,21.8,23.1,0.2,2020,mobile
Guam,24.9,23.1,5.2,2020,mobile
Guantanamo Bay Naval Base,30.0,30.0,0.1,2020,mobile
Guatemala,22.4,16.9,128.9,2020,mobile
Guernsey,49.6,43.1,2.3,2020,mobile
Guinea,68.8,28.9,1.3,2020,mobile
Guinea-Bissau,25.7,23.8,0.6,2020,mobile
Guyana,18.6,14.9,1.5,2020,mobile
Haiti,16.1,12.8,6.8,2020,mobile
Honduras,20.5,19.1,73.5,2020,mobile
Hong Kong,76.7,71.4,394.9,2020,mobile
Hungary,42.4,39.9,331.7,2020,mobile
Iceland,87.9,80.1,7.6,2020,mobile
India,12.0,13.1,21035.9,2020,mobile
Indonesia,15.3,14.4,6578.0,2020,mobile
Iran,26.6,27.5,416.0,2020,mobile
Iraq,13.6,5.5,48.6,2020,mobile
Ireland,31.6,32.7,405.4,2020,mobile
Isle of Man,32.9,31.3,2.8,2020,mobile
Israel,23.9,24.3,316.4,2020,mobile
Italy,36.3,35.8,5375.6,2020,mobile
Ivory Coast,15.6,15.4,25.8,2020,mobile
Jamaica,34.0,32.0,18.0,2020,mobile
Japan,34.2,30.7,1050.7,2020,mobile
Jersey,52.4,52.6,1.4,2020,mobile
Jordan,21.4,21.1,235.0,2020,mobile
Kazakhstan,18.9,16.4,379.1,2020,mobile
Kenya,19.2,17.1,43.7,2020,mobile
Kiribati,15.3,50.2,0.1,2020,mobile
Kosovo,23.7,23.0,8.6,2020,mobile
